,Score,user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
586,0.0,tC62PSePYtPwSKc6Asf7rQ,1zA6E42lsskpOyKHByEdwA,Came with my BF we started with the crab artichoke dip. It was very greasy and had virtually no crab. The wedge salad was good and crisp. I had the hazelnut crusted chicken. This has to be one of the worst dishes I've ever had it was like pancake syrup over breaded chicken. To finish the meal we had the homemade chocolate chip cookies served with hot fudge. Well there was no hot fudge it was chocolate syrup the ice cream was so crystallized from melting and re-freezing all around disappointing.,0,McikHxxEqZ2X0joaRNKlaw,0,1,2013-10-15,review,0
592,0.0,2rSeth60_CuWN3ZJ4k41lg,YXRTA4I09YOXx_zCfsPEwA,"So after an evening of enjoying a comedy show at the Waterfront, we headed to Rock Bottom for some late night grub.  The place was pretty busy, we had to walk around the bar area for several minutes until a nice couple told us they were about to leave and we could have their bar table.  As nice as this was of them it was awkward standing over them as they finished their drinks paid their bill and left.  

So finally seated I look over the drinks and being the huge IPA lover that I am I went with that and it was indeed a good choice.  The hubby had the Red Ale which was also rather good.

The service was OK, not the best not the worst.  But moving on to more important thing, the food.  Talk about missing the mark hugely!  I ordered the mini street fish tacos.  You get four mini tacos with a marinated in lime piece of fish, and tomatillo salsa.  They were just strokes away from inedible.  I love fish tacos, I mean it is such a simple concept so why do people have such a hard time executing this dish? The shells were hard and literally split at the bottom when I picked them up.  The sour cream sprayed all over the plate only made them messy and the poor fish was just so overcooked.  If I wasn't so hungry I wouldn't have eaten them at all! Lesson learn on that.

The husband had the BBQ Chicken Pizza.  It had beans and corn with roasted red pepper on it along with some sour cream.  My husband is usually the type that will order these lovely specialty pizza's and ask for them to remove all the wonderful unique toppings!  For instance, he would usually just say, Chicken BBQ and cheese, nothing else!  I refused to let him do that this time, because I was really intrigued in the combination of ingredients on this pie.  And boy was I jealous when it came out.  It blew my crappy tacos out of the water!  Should have stuck with something simple.  

Furthermore I could care less if I come back to this location.  The beers were good but hell you can get a decent IPA just about anywhere anymore.  And the underwhelming food sealed the deal.  I know this is a chain, but it still doesn't have to stink...",0,McikHxxEqZ2X0joaRNKlaw,0,2,2014-01-22,review,1
604,0.0,N_cH3QA_eXXmnzz-nzEeKA,7ZUADKFVGf1mvcm-wcpjAg,"The food is standard American fare--a bit overpriced in my mind--and the beers range from mediocre to very bad.  The Kölsch is the only decent beer of the bunch.  The service is good, but the wait for food or a table can be quite long (generally 20-30 minutes even for just beer and apps).  I've been to the one at the Denver airport as well, but I was stranded and had free meal tickets, so okay-but-nothing-special pizza from Rock Bottom it was.  Since it's a recognizable national chain, I think of places like this as more of a tourist brewery rather than a true Pittsburgh craft-brew experience.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2014-08-16,review,0
605,0.0,jEJYKnFHHXzHlESRAlSl2g,4hiuu3hbAaXtDS5pasBynQ,"The beer is good but the food is nothing to brag about at ALL. I've tried many things on the menu, and if you have developed a ""foodie"" palate, don't even bother, because you will be very disappointed. If you feel comfortable with chain restaurants and their lack of innovative touch (which, nothing wrong with that!) you will most likely enjoy Rockbottom. The only entree I did enjoy were the lobster and shrimp enchiladas (minus the repulsive beans and rice) and the asiago crab dip as an appetizer. Otherwise, you are better off skipping it.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2014-09-12,review,0
608,0.0,ihZulJIQ88ebAZXlpO0P1Q,fGnSvtpSlyNnDuE3W3AIqQ,"Be careful. The servers can't pay attention to save their lives, and the management cares even less. I want to make sure people know how careless the management is, particularly Mark who seems to let his staff run around.",0,McikHxxEqZ2X0joaRNKlaw,0,1,2014-11-01,review,0
616,0.0,BbT_ZMLkyUN0T_TBeBA7Kg,iAUUa19w8_RxWX2QFmsJow,"For this occasion I was with my girls, we were looking for a place to have a good lunch.  We looked around and chose Rock Bottom, we have eaten then before and enjoyed ourselves.  The server was a very nice person and was very attentive.  She when over the specials and took our drink order.   Going through the menu one thing that caught my eye was the BBQ Brisket Stuffed Burger.  That just sounded so good.  Unfortunately the reality didn't match the idea of the burger.  The favor of the BBQ never came through and the smoked Gouda flavor was none existent. It was like having a standard old boring burger.  I was very disappointed.  For $14, I would have expected a lot more flavor.  I would not recommend this burger unless they do something to bunch up the flavor.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2015-02-27,review,0
620,0.0,VGtI7xcuurVBQTbFNNsh4Q,7CjQ6xXw_xeimDjCknBuYQ,"Overpriced. Food is OK, but way overpriced. Quantities are small....much smaller than the picture in the menu. The beer is average. But yes, you guessed it, that's overpriced too.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2015-04-25,review,0
622,0.0,5cfBDSfXlFExiMBqmGeObQ,_sxILn7Y8AWV6g6U-DZCQw,"Was hoping for a great end of a day experience, but...... Things happen. Waitress seemed to have forgotten about us, entrees came out prior to our appetizers. Entree of fish &chips was a major disappointment, fish was soggy and the chips were cold and grainy.starters were comp'ed but I doubt we'd go back. Sad because it has the potential to be a home run hitter. Two stars and that's it.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2015-05-09,review,1
623,0.0,l_szjd-ken3ma6oHDkTYXg,-wwv-TVwFri3YomBqYISpg,"Rock Bottom: A Cautionary Yelper's Tale.

You might say, ""I've never heard of Rock Bottom, there's no way that they are a chain restaurant."" Beer? Apps? Bros? Sounds like a good time, but be careful or you'll end up on the rock bottom.

After a 30 minute wait staring at half of an empty restaurant with the usual goofy decor you would find at a Buffalo Wild Wings, we were finally seated. We could feel the tension from other diners that something wasn't right. The manger was running around apologetically and the food was casually sunbathing under the heat lamps. We immediately ordered a few apps but just like GOT, and now our watch begins.

We waited and waited to finally receive the saddest, tiniest plates of food with bloated chain restaurant prices. The food was uninspired, tired, and ordinary. The only reason why I am giving them 2 stars is because of the extremely gracious and apologetic wait staff who took off 20% of our meal due to the terrible service. 

So if you have decided to take a seat at Rock Bottom, take comfort in knowing that even the staff seems to know your pain.",0,McikHxxEqZ2X0joaRNKlaw,1,2,2015-05-12,review,2
625,0.0,PoEdd0y9A7pzbfO-njlNTQ,FSLAun3o5bgvmB5WkZuYdQ,"While this is certainly not my first meal at Rock Bottom, this is my first meal in a year or two . The wait was minuscule, and the greeter was pleasant. As always it is a haircut weekend so the twin carnivores, the mother in law and I decided to tie the feed bag on at RB. Our server Matt was easy to work with and informative. 

I started off with the tortilla soup. Spicy and thick it went down easy enough. However let me say that the price at $3.50 was rather steep for the serving size. Did somebody say OUCH!! Thing one and thing two each had the 'small fry steaks'  with fruit (cantaloupe, melons, and grapes) and steamed broccoli and at $6.75 each, I think I was 'buffaloed' IF  you get my drift. The steak consisted of three small thinly sliced pieces of .... Hmmm. 

They say that kids say the darnedest things well thing one noticed that his steak was very very gristly, and thing two noticed that his was rather dry. Not the best dinner they have eaten. They say you get what you pay for OR NOT!!  

My meal consisted of the Chicken Bacon Mac & Cheese  and at $14.75 I had no complaints. It was filing hot and load with chicken and bacon. How can anything be wrong with that much BACON!!! 

The final dinner consisted of chicken fried chicken and at $13.95 my mother in law was sated. Over all this meal was a wash. If anyone from Rock Bottom corporate reads this... You may seriously want to rethink you portion sizes. 

As you know I vote with my feet and dollars, and neither will be there again ANY time soon!!",0,McikHxxEqZ2X0joaRNKlaw,0,2,2015-05-30,review,1
626,0.0,r_96n9O0jNzbNCZDkSB0EQ,G0dcKkvoPfwbQoBBgACNzg,"This is another one of my favorite places that had deteriorated dramatically. Corporate decided to get rid of the core beers and the beers now suck. The menu has gone from something for everyone to a couple of overpriced entrees and a bunch of small plates that are ok but not great. The service has also suffered tremendously. We are abandoning this restaurant.

I don't expect this Rock Bottom to be around too much longer.  In the past, on nights when the Pirates were playing out of town, the bar and the restaurant would be packed.  Last night, it was only slightly busy.  You can usually tell when an eatery is suffering by the amount of staff on a given night and the conditions of the bathroom.  The staff was overwhelmed and the bathrooms were filthy and in serious need of repairs.  Alas, I don't think that Rock Bottom will still be in business in six months.  Hopefully, if that happens, Black Rock Bar & Steak House will find its way into Pittsburgh.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2015-06-01,review,1
